Kod wewnętrzny,Nazwa,Kod roboczy,Przyjęto,Sprzedaż,Suma,Brutto,Zwrócono,koszt-jednostka,koszt-przyjęcie,20%,Uszkodzenia - Przyjęcie,Uszkodzenia - Zwrot,source_file,source_sheet,source_sheet_clean,report_date_raw,spot_id_raw,load_timestamp,30%,Paczki 2,Paczki 1
,Dodatek 11,DODATEK-11,0,1,1,1.8,0,,,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Dodatek 05,DODATEK-05,0,1,1,0.6,0,,,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Dodatek 08,DODATEK-08,5,5,5,5.88,0,0.25,1.25,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
C3F6J0D4I9,Produkt CAT07-1-1 C3F6J0D4I9,CAT07-1-1,4,3,3,47.38,0,4.46,17.84,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
C3I9I9H8D4,Produkt CAT01-2-1 C3I9I9H8D4,CAT01-2-1,3,1,1,17.98,0,4.83,14.49,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
B2G7I9C3C3,Produkt CAT05-3 B2G7I9C3C3,CAT05-3,2,1,1,21.53,0,7.19,14.38,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
C3J0G7J0D4,Produkt CAT06-1-1 C3J0G7J0D4,CAT06-1-1,2,2,2,19.66,0,4.24,8.48,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
C3J0G7I9D4,Produkt CAT09-1-1 C3J0G7I9D4,CAT09-1-1,4,4,4,51.78,0,4.9,19.6,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
C3G7H8I9E5,Produkt CAT04-2-1 C3G7H8I9E5,CAT04-2-1,3,2,2,35.47,0,6.78,20.34,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
C3J0B2B2G7,Produkt CAT16-2 C3J0B2B2G7,CAT16-2,2,2,2,20.03,0,1.57,3.14,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
D4A1B2A1F6,Produkt CAT02-1-1 D4A1B2A1F6,CAT02-1-1,3,3,3,78.99,0,2.94,8.82,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
C3A1E5C3J0,Produkt CAT17-1 C3A1E5C3J0,CAT17-1,2,2,2,34.43,0,5.34,10.68,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
C3I9D4H8J0,Produkt CAT03-2-1 C3I9D4H8J0,CAT03-2-1,3,3,3,53.95,0,3.12,9.36,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
C3J0G7J0E5,Produkt CAT01-4-1 C3J0G7J0E5,CAT01-4-1,3,1,1,23.54,0,6.81,20.43,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
I9A1C3H8,Produkt CAT19-1 I9A1C3H8,CAT19-1,2,1,1,10.35,0,4.27,8.54,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
C3H8F6F6C3,Produkt CAT13-2-1 C3H8F6F6C3,CAT13-2-1,3,3,3,25.68,0,2.37,7.11,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
C3F6B2G7E5,Dodatek 01,DODATEK-01,4,3,3,24.86,0,2.96,11.84,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
C3H8G7B2I9,Produkt CAT01-3-1 C3H8G7B2I9,CAT01-3-1,3,2,3,43.68,0,5.49,16.47,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,1.0,,
C3F6J0E5F6,Produkt CAT01-1-1 C3F6J0E5F6,CAT01-1-1,4,4,4,80.73,0,6.05,24.2,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
C3J0A1I9F6,Produkt CAT13-1-1 C3J0A1I9F6,CAT13-1-1,3,3,3,29.17,0,1.59,4.77,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Dodatek 06,DODATEK-06,3,3,3,13.88,0,1.19,3.57,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Dodatek 10,DODATEK-10,1,1,1,1.63,0,0.56,0.56,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Dodatek 07,DODATEK-07,1,1,1,2.34,0,0.37,0.37,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
C3A1F6A1E5,Produkt CAT18-3 C3A1F6A1E5,CAT18-3,1,1,1,17.94,0,2.56,2.56,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Dodatek 09,DODATEK-09,2,2,2,2.43,0,0.64,1.28,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
B2G7I9C3C3,Produkt CAT05-3 B2G7I9C3C3,C-CAT05-3,0,1,1,23.35,0,,,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
C3A1F6A1B2,Produkt CAT18-1 C3A1F6A1B2,CAT18-1,2,1,2,29.87,0,3.99,7.98,1,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
C3A1F6A1C3,Produkt CAT18-2 C3A1F6A1C3,CAT18-2,3,1,1,17.01,0,1.85,5.55,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
D4A1G7A1A1,Produkt CAT17-4 D4A1G7A1A1,CAT17-4,2,1,1,13.99,0,4.8,9.6,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
B2J0H8D4A1,Produkt CAT05-1 B2J0H8D4A1,CAT05-1,2,1,1,19.27,0,7.58,15.16,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
C3H8I9A1G7,Produkt CAT14-3 C3H8I9A1G7,CAT14-3,4,1,1,8.3,0,3.3,13.2,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
C3J0B2J0F6,Produkt CAT16-3 C3J0B2J0F6,CAT16-3,1,0,0,0.0,0,1.41,1.41,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
C3J0G7E5B2,Produkt CAT03-1-1 C3J0G7E5B2,CAT03-1-1,3,0,0,0.0,0,3.81,11.43,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
I9A1C3I9,Produkt CAT20-1 I9A1C3I9,CAT20-1,2,0,0,0.0,0,3.69,7.38,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
C3J0G7E5E5,Produkt CAT14-1 C3J0G7E5E5,CAT14-1,4,0,0,0.0,0,4.11,16.44,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
C3I9G7H8E5,Produkt CAT14-2 C3I9G7H8E5,CAT14-2,4,0,0,0.0,0,2.43,9.72,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
B2H8C3A1C3,Produkt CAT05-2 B2H8C3A1C3,CAT05-2,2,0,0,0.0,0,5.01,10.02,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
D4A1F6B2E5,Produkt CAT17-2 D4A1F6B2E5,CAT17-2,3,0,0,0.0,0,4.66,13.98,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
C3F6D4G7D4,Produkt CAT17-3 C3F6D4G7D4,CAT17-3,2,0,0,0.0,0,5.91,11.82,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Dodatek 02,DODATEK-02,2,0,0,0.0,0,5.15,10.3,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Dodatek 03,DODATEK-03,2,0,0,0.0,0,3.81,7.62,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT10-X-2-1,CAT10-X-2-1,2,2,2,23.27,0,3.78,7.56,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT12-X-1-1,CAT12-X-1-1,2,2,2,34.3,0,3.86,7.72,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT01-X-1-2,CAT01-X-1-2,2,2,2,39.35,0,5.94,11.88,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT01-X-3-2,CAT01-X-3-2,2,1,1,26.9,0,6.41,12.82,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT01-X-2-2,CAT01-X-2-2,2,2,2,44.03,0,5.66,11.32,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT21-1-1,CAT21-1-1,1,1,1,21.05,0,5.81,5.81,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT11-X-4-1,CAT11-X-4-1,3,2,2,39.26,0,3.57,10.71,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT22-1-1,CAT22-1-1,3,2,3,46.75,0,4.78,14.34,1,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT11-X-3-1,CAT11-X-3-1,2,1,1,12.56,0,3.55,7.1,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT23-1-1,CAT23-1-1,1,1,1,15.26,0,3.15,3.15,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT01-X-3-1,C-CAT01-X-3-1,0,1,1,25.68,0,,,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT01-X-1-1,CAT01-X-1-1,2,2,2,48.25,0,7.33,14.66,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT01-X-4-1,CAT01-X-4-1,2,1,1,18.26,0,7.2,14.4,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT13-X-2-1,CAT13-X-2-1,3,1,1,10.68,0,1.84,5.52,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT13-X-1-2,CAT13-X-1-2,2,1,1,8.58,0,1.55,3.1,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT11-X-1-1,CAT11-X-1-1,1,0,0,0.0,0,3.88,3.88,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT11-X-2-1,CAT11-X-2-1,3,0,0,0.0,0,4.63,13.89,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT10-X-1-1,CAT10-X-1-1,3,0,0,0.0,0,4.78,14.34,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT01-X-5-1,CAT01-X-5-1,2,0,0,0.0,0,7.01,14.02,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT12-X-2-1,CAT12-X-2-1,6,0,0,0.0,0,3.6,21.6,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT01-X-3-1,CAT01-X-3-1,2,0,0,0.0,0,5.1,10.2,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT01-X-2-1,CAT01-X-2-1,4,0,0,0.0,0,6.78,27.12,0,0,0,30.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,30.03.26,2,2026-04-20 17:42:40.752432,0.0,,
C3F6B2G7E5,Dodatek 01,DODATEK-01,4,3,3,25.97,0,2.96,11.84,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
C3F6J0D4I9,Produkt CAT07-1-1 C3F6J0D4I9,CAT07-1-1,9,6,6,124.52,0,4.46,40.14,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
,Dodatek 02,DODATEK-02,2,2,2,35.18,0,5.15,10.3,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
C3I9I9H8D4,Produkt CAT01-2-1 C3I9I9H8D4,CAT01-2-1,8,7,8,114.1,0,4.83,38.64,1,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
,Dodatek 10,DODATEK-10,2,2,2,3.66,0,0.56,1.12,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
D4A1F6B2E5,Produkt CAT17-2 D4A1F6B2E5,CAT17-2,3,2,2,36.01,0,4.66,13.98,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
,Dodatek 09,DODATEK-09,3,3,3,2.97,0,0.64,1.92,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
,Dodatek 06,DODATEK-06,2,2,2,11.95,0,1.19,2.38,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
C3J0G7I9D4,Produkt CAT09-1-1 C3J0G7I9D4,CAT09-1-1,8,7,7,135.24,0,4.9,39.2,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
,Dodatek 08,DODATEK-08,3,3,3,3.66,0,0.25,0.75,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
C3J0B2B2G7,Produkt CAT16-2 C3J0B2B2G7,CAT16-2,3,1,1,9.29,0,1.57,4.71,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
C3J0A1I9F6,Produkt CAT13-1-1 C3J0A1I9F6,CAT13-1-1,2,1,1,7.56,0,1.59,3.18,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
C3J0G7J0D4,Produkt CAT06-1-1 C3J0G7J0D4,CAT06-1-1,4,4,4,58.6,0,4.24,16.96,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
C3H8G7B2I9,Produkt CAT01-3-1 C3H8G7B2I9,CAT01-3-1,1,1,1,16.98,0,5.49,5.49,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
,Dodatek 03,DODATEK-03,2,1,1,11.21,0,3.81,7.62,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
C3J0G7E5E5,Produkt CAT14-1 C3J0G7E5E5,CAT14-1,11,2,2,18.09,0,4.11,45.21,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
C3E5C3B2I9,Produkt CAT16-1 C3E5C3B2I9,CAT16-1,3,1,1,10.36,0,2.15,6.45,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
C3J0G7J0E5,Produkt CAT01-4-1 C3J0G7J0E5,CAT01-4-1,2,1,1,25.93,0,6.81,13.62,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
C3H8I9A1G7,Produkt CAT14-3 C3H8I9A1G7,CAT14-3,11,1,1,9.46,0,3.3,36.3,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
B2G7I9C3C3,Produkt CAT05-3 B2G7I9C3C3,CAT05-3,2,1,2,28.35,0,7.19,14.38,1,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
C3G7H8I9E5,Produkt CAT04-2-1 C3G7H8I9E5,CAT04-2-1,3,1,1,17.96,0,6.78,20.34,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
D4A1G7A1A1,Produkt CAT17-4 D4A1G7A1A1,CAT17-4,1,1,1,16.25,0,4.8,4.8,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
C3A1F6A1B2,Produkt CAT18-1 C3A1F6A1B2,CAT18-1,8,1,1,18.76,0,3.99,31.92,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
C3A1E5C3J0,Produkt CAT17-1 C3A1E5C3J0,CAT17-1,3,1,1,15.2,0,5.34,16.02,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
C3A1F6A1C3,Produkt CAT18-2 C3A1F6A1C3,CAT18-2,2,1,1,13.43,0,1.85,3.7,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
C3H8F6F6C3,Produkt CAT13-2-1 C3H8F6F6C3,CAT13-2-1,2,2,2,23.22,0,2.37,4.74,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
D4A1B2A1F6,Produkt CAT02-1-1 D4A1B2A1F6,CAT02-1-1,4,1,1,23.23,0,2.94,11.76,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
C3J0B2J0F6,Produkt CAT16-3 C3J0B2J0F6,CAT16-3,4,0,0,0.0,0,1.41,5.64,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
C3F6J0E5F6,Produkt CAT01-1-1 C3F6J0E5F6,CAT01-1-1,3,0,0,0.0,0,6.05,18.15,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
C3J0G7E5B2,Produkt CAT03-1-1 C3J0G7E5B2,CAT03-1-1,2,0,0,0.0,0,3.81,7.62,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
C3I9D4H8J0,Produkt CAT03-2-1 C3I9D4H8J0,CAT03-2-1,2,0,0,0.0,0,3.12,6.24,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
I9A1C3H8,Produkt CAT19-1 I9A1C3H8,CAT19-1,1,0,0,0.0,0,4.27,4.27,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
I9A1C3I9,Produkt CAT20-1 I9A1C3I9,CAT20-1,1,0,0,0.0,0,3.69,3.69,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
C3I9G7H8E5,Produkt CAT14-2 C3I9G7H8E5,CAT14-2,11,0,0,0.0,0,2.43,26.73,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
C3A1F6A1E5,Produkt CAT18-3 C3A1F6A1E5,CAT18-3,3,0,0,0.0,0,2.56,7.68,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
B2J0H8D4A1,Produkt CAT05-1 B2J0H8D4A1,CAT05-1,4,0,0,0.0,0,7.58,30.32,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
B2H8C3A1C3,Produkt CAT05-2 B2H8C3A1C3,CAT05-2,1,0,0,0.0,0,5.01,5.01,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
C3F6D4G7D4,Produkt CAT17-3 C3F6D4G7D4,CAT17-3,3,0,0,0.0,0,5.91,17.73,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT23-1-1,CAT23-1-1,4,1,1,23.01,0,3.15,12.6,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT01-X-1-1,CAT01-X-1-1,7,6,7,132.74,0,7.33,51.31,1,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT11-X-3-1,CAT11-X-3-1,4,2,2,40.74,0,3.55,14.2,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT21-1-1,CAT21-1-1,3,2,2,44.37,0,5.81,17.43,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT10-X-2-1,CAT10-X-2-1,4,3,3,33.77,0,3.78,15.12,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT11-X-4-1,CAT11-X-4-1,5,4,4,82.04,0,3.57,17.85,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT22-1-1,CAT22-1-1,3,3,3,68.9,0,4.78,14.34,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT11-X-2-1,CAT11-X-2-1,3,1,1,20.33,0,4.63,13.89,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT10-X-1-1,CAT10-X-1-1,6,1,1,14.32,0,4.78,28.68,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT01-X-2-1,CAT01-X-2-1,3,1,1,23.92,0,6.78,20.34,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
,Produkt CAT13-X-1-2,CAT13-X-1-2,6,2,2,22.81,0,1.55,9.3,0,0,0,30.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,30.03.26,11,2026-04-20 17:42:40.752432,0.0,,
